Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,Terracasa,4,Construcţii noi,1,300 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,15 m²,60 m²,64 m²,Combinat,124 900€
,Persoană fizică,,,,Braus Imobiliare,20,Construcţii noi,,,,,Apartament cu 3 camere,20.0,Variantă albă,,,95 m²,,153 000€
,Persoană fizică,,,,,1,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,2.0,Design individual,,,40 m²,,37 500€
,Agenție,,,,,9,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,Variantă albă,,,48 m²,,79 900€
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 3 camere,9.0,,,,70 m²,,115 000€
,Agenție,1,Individuală,,,12,Construcţii noi,1,2800 cm,Apartament cu living,Subterană,Apartament cu 3 camere,14.0,Euroreparație,,75 m²,75 m²,Combinat,210 000€
,Agenție,1,,,,10,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,14.0,Euroreparație,0 m²,0 m²,78 m²,,215 000€
,Persoană fizică,,,,,1,Secundar,,,,,Apartament cu 2 camere,5.0,,,,43 m²,,18 000€
,Agenție,,,,,7,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,9.0,,0 m²,0 m²,51 m²,,99 900€
,Persoană fizică,1,Individuală,,,8,Construcţii noi,2,260 cm,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,15 m²,99 m²,99 m²,Beton,240 000€
,Persoană fizică,,Individuală,,,4,Secundar,,,,,Apartament cu 2 camere,5.0,Variantă albă,,,37 m²,Cotileț,30 000€
,Agenție,1,,,,8,Construcţii noi,,0 cm,,,Apartament cu 3 camere,9.0,Variantă albă,0 m²,0 m²,115 m²,,175 000€
,Persoană fizică,1,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,12 m²,37 m²,37 m²,Cotileț,79 500€
,Agenție,,,,,16,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16.0,Euroreparație,,,54 m²,Cărămidă,108 000€
,Agenție,,,,,4,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,14.0,Euroreparație,0 m²,0 m²,53 m²,,156 900€
,Agenție,,,,,5,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,67 900€
,Dezvoltator imobiliar,1,Individuală,,,1,Construcţii noi,1,0 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,0 m²,0 m²,67 m²,Cărămidă,75 040€
,Dezvoltator imobiliar,,,,,9,Secundar,,,Apartament cu living,,Apartament cu 2 camere,11.0,,,,52 m²,,101 500€
,Persoană fizică,2,Ms (serie  moldovenească),,,8,Secundar,2,250 cm,,Deschis,Apartament cu 3 camere,9.0,Design individual,12 m²,70 m²,70 m²,Panou,59 000€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,84 m²,Cărămidă,104 000€
Fără animale,Agenție,1,Individuală,Fără copii,APSG Dezvoltare,7,Construcţii noi,1,260 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,15 m²,39 m²,39 m²,Bloc,7 000MDL
,Persoană fizică,,,,,3,Construcţii noi,,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,56 m²,Cărămidă,109 900€
,Agenție,,,,,5,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,67 900€
,Agenție,1,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,123 m²,,222 000€
,Agenție,,,,,2,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5.0,Euroreparație,,,73 m²,,87 500€
Se acceptă animale,Agenție,1,,Se acceptă copii,,4,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5.0,,,,65 m²,,129 900€
,Dezvoltator imobiliar,1,,,,8,Construcţii noi,3,,Apartament cu living,,Apartament cu 3 camere,15.0,Variantă albă,15 m²,45 m²,88 m²,,129 900€
,Agenție,,,,,4,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,7.0,Variantă albă,,,51 m²,,66 000€
Cu acordul stăpânului,Agenție,,,Se acceptă copii,,7,Secundar,,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,35 m²,,59 900€
,Persoană fizică,,,,,8,Construcţii noi,,,,,Apartament cu 1 cameră,13.0,Variantă albă,,,40 m²,,95 000€
,Agenție,,,,,8,Secundar,,,,,Apartament cu 1 cameră,9.0,,,,40 m²,,85 000€
,Agenție,1,Individuală,,,9,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,81 m²,,245 000€
,Agenție,,,,,3,Secundar,,0 cm,,,Apartament cu 3 camere,4.0,,0 m²,0 m²,80 m²,,75 000€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,16.0,Euroreparație,,,82 m²,,172 000€
,Persoană fizică,2,Individuală,,,3,Secundar,2,,,,Apartament cu 3 camere,15.0,Reparație cosmetică,,,82 m²,Monolit,94 000€
Fără animale,Agenție,1,Individuală,Se acceptă copii,,6,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,59 m²,,160 000€
,Persoană fizică,,,,,1,Secundar,,,,,Apartament cu 3 camere,5.0,,,,45 m²,,20 000$
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 1 cameră,13.0,Variantă sură,,,29 m²,Combinat,32 000€
,Persoană fizică,,Garsonieră,,,1,Secundar,1,3 cm,,Deschis,Apartament cu 2 camere,1.0,Fără reparație,6 m²,59 m²,59 m²,Cotileț,4 000€
,Agenție,,,,,4,Secundar,,,,,Apartament cu 2 camere,4.0,,,,53 m²,,103 000€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,67 m²,Cărămidă,87 000€
,Persoană fizică,2,Individuală,,,Penthouse,Construcţii noi,2,280 cm,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Variantă albă,14 m²,64 m²,101 m²,Beton celular,96 000€
,Dezvoltator imobiliar,1,,,,5,Secundar,,,,,Apartament cu 3 camere,5.0,,,,60 m²,,86 500€
,Agenție,1,Individuală,,,4,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,9.0,Variantă albă,,,112 m²,,179 200€
,Dezvoltator imobiliar,2,Individuală,,,1,Secundar,,288 cm,,Garaj,Apartament cu 4 camere,1.0,,,,88 m²,Cotileț,33 888€
,Persoană fizică,,,,,11,Construcţii noi,2,,,,Apartament cu 4 camere,11.0,,,,92 m²,Combinat,180 000€
Cu acordul stăpânului,Persoană fizică,Nu,Pe pămănt,Se acceptă copii,,1,Secundar,1,265 cm,Apartament cu living,Deschis,Apartament cu 3 camere,1.0,Euroreparație,6 m²,60 m²,84 m²,Cotileț,144 900€
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,8.0,,,,92 m²,,149 900€
,Dezvoltator imobiliar,,,,Estate Invest Company,7,Construcţii noi,,,,,Apartament cu 1 cameră,11.0,Variantă albă,,,52 m²,Combinat,55 000€
,Agenție,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,7.0,,,,43 m²,,60 200€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,60 m²,,220 000€
,Agenție,,,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,19 m²,,39 500€
,Agenție,1,Individuală,,Lagmar Impex,14,Construcţii noi,2,300 cm,,Subterană,Apartament cu 3 camere,16.0,Variantă albă,13 m²,48 m²,85 m²,Cărămidă,106 250€
Fără animale,Agenție,1,Individuală,Se acceptă copii,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,88 m²,,214 900€
,Dezvoltator imobiliar,,,,,18,Construcţii noi,,,,,Apartament cu 2 camere,21.0,,,,47 m²,,115 900€
,Persoană fizică,Nu,,,,5,Secundar,,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,18 m²,Bloc,17 000€
,Persoană fizică,,,,,9,Secundar,,,,,Apartament cu 4 camere,10.0,Fără reparație,,,82 m²,,100 000€
,Persoană fizică,1,Rubaşka,,,5,Secundar,1,270 cm,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,6 m²,34 m²,46 m²,Cotileț,40 000€
,Dezvoltator imobiliar,1,,,Astercon,10,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,12.0,Design individual,,,60 m²,,118 000€
,Persoană fizică,,,,,6,Secundar,,,Apartament cu living,,Apartament cu 2 camere,9.0,,,,53 m²,,55 000€
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,5,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,5.0,Variantă albă,,,88 m²,,220 000€
,Agenție,1,,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,65 m²,,60 000€
,Agenție,2,Varț (Varnițkaia),,,1,Secundar,2,,,Deschis,Apartament cu 4 camere,9.0,Fără reparație,,,91 m²,Combinat,107 000€
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 3 camere,8.0,,,,105 m²,,120 000€
,Agenție,,,,,1,Secundar,1,,,Deschis,O cameră,5.0,Euroreparație,,,17 m²,,34 900€
,Agenție,1,Individuală,,Exfactor-grup,1,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,9.0,Euroreparație,10 m²,60 m²,86 m²,Cărămidă,179 000€
,Agenție,,,,Lagmar Impex,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11.0,,,,60 m²,,89 300€
,Agenție,,,,,3,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,24 m²,,36 900€
,Persoană fizică,,,,,7,Construcţii noi,,,,,Apartament cu 3 camere,17.0,Euroreparație,,108 m²,108 m²,Beton,299 800€
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,64 m²,,330 000€
,Persoană fizică,1,,,,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,58 m²,,98 000€
,Agenție,1,,,,5,Secundar,1,0 cm,,,Apartament cu 2 camere,5.0,Euroreparație,0 m²,0 m²,46 m²,,96 900€
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 2 camere,5.0,,,43 m²,46 m²,,97 000€
,Agenție,1,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,7.0,Euroreparație,,,95 m²,,360 000€
,Agenție,,,,,5,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,,,,38 m²,,49 790€
,Agenție,Nu,Individuală,,,9,Construcţii noi,2,0 cm,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,64 m²,,159 900€
,Agenție,,,,,8,Construcţii noi,,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,46 m²,,101 900€
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,12,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,80 m²,,264 900€
Se acceptă animale,Agenție,1,Ms (serie  moldovenească),Se acceptă copii,,8,Secundar,2,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,52 m²,,102 900€
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,7.0,Euroreparație,,,45 m²,,85 000€
,Persoană fizică,1,,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,3.0,Variantă albă,,,76 m²,,102 600€
,Agenție,,,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,40 m²,Combinat,71 900€
,Agenție,,,,,2,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,20 m²,,38 500€
,Agenție,Nu,Individuală,,,1,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Reparație cosmetică,5 m²,19 m²,23 m²,Cotileț,34 800€
,Dezvoltator imobiliar,,,,,8,Construcţii noi,,,,,Apartament cu 2 camere,9.0,Euroreparație,,,52 m²,,58 000€
,Agenție,,,,,9,Construcţii noi,,,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,65 m²,,183 900€
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,1,Construcţii noi,2,270 cm,,Subterană,Apartament cu 2 camere,10.0,Variantă albă,12 m²,34 m²,70 m²,Cărămidă,99 400€
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 2 camere,5.0,,,,40 m²,,14 900€
,Agenție,3,143,,,2,Construcţii noi,,,,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,,,70 m²,Panou,115 000€
Fără animale,Agenție,2,Individuală,Se acceptă copii,,5,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 3 camere,5.0,Euroreparație,,,83 m²,,166 600€
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,88 m²,,127 500€
,Persoană fizică,,,,,4,Secundar,,,,,Apartament cu 1 cameră,5.0,Variantă albă,,,40 m²,,13 350€
,Agenție,,,,,5,Construcţii noi,,,,,Apartament cu 3 camere,6.0,,,,123 m²,,407 000€
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,12,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,0 m²,0 m²,75 m²,,250 000€
,Agenție,,,,,7,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,11.0,Euroreparație,,,85 m²,,119 000€
,Agenție,1,,,,5,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,,70 m²,70 m²,Panou,67 500€
,Agenție,,,,,6,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,115 m²,,248 000€
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,6,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,15.0,Euroreparație,,,126 m²,,375 000€
,Dezvoltator imobiliar,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,12.0,Variantă albă,,,55 m²,,79 200€
,Agenție,1,Individuală,,,4,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,70 m²,,152 500€
,Agenție,,,,,4,Secundar,,,,,Apartament cu 3 camere,5.0,,,,59 m²,,47 500€
,Agenție,,,,,5,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5.0,Euroreparație,,,45 m²,,84 900€
,Agenție,Nu,,,,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,4.0,Euroreparație,,,65 m²,,170 300€
,Persoană fizică,,,,Lagmar Impex,9,Construcţii noi,,,,,Apartament cu 1 cameră,15.0,,,,47 m²,,63 000€
,Agenție,1,,,,3,Secundar,1,0 cm,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,0 m²,0 m²,44 m²,,75 900€
,Dezvoltator imobiliar,1,Brj (Brejnevka),,,5,Secundar,1,,,Deschis,Apartament cu 3 camere,5.0,Fără reparație,,,50 m²,Cotileț,68 000€
,Agenție,1,,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,85 m²,,195 000€
,Agenție,1,135,,,10,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Design individual,,,55 m²,Bloc,100 000€
,Agenție,1,,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Design individual,,,48 m²,,94 900€
,Agenție,,,,,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,0 m²,0 m²,45 m²,,79 900€
,Persoană fizică,2,,,,8,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,15.0,Euroreparație,,,73 m²,,250 000€
,Agenție,,,,,1,Secundar,,,,Deschis,Apartament cu 1 cameră,3.0,Reparație cosmetică,,,25 m²,Cotileț,41 500€
,Agenție,1,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,10.0,Euroreparație,,,121 m²,,249 000€
,Agenție,1,,,A-casa,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,5.0,Variantă albă,,60 m²,60 m²,,74 003€
,Persoană fizică,1,,,,4,Secundar,1,,Apartament cu living,,Apartament cu 2 camere,4.0,,,,46 m²,,38 000€
Se acceptă animale,Agenție,Nu,Individuală,Se acceptă copii,APSG Dezvoltare,3,Construcţii noi,1,260 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Variantă albă,8 m²,39 m²,39 m²,Bloc,950€
,Persoană fizică,2,,,,2,Secundar,2,,,,Apartament cu 2 camere,5.0,Reparație cosmetică,,,47 m²,,25 000$
,Agenție,1,Individuală,,,6,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 3 camere,8.0,Design individual,,,147 m²,Combinat,750 000€
,Agenție,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,7.0,Variantă albă,,,43 m²,,68 000€
,Dezvoltator imobiliar,Nu,,,,1,Secundar,1,260 cm,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,6 m²,50 m²,60 m²,Panou,67 000€
,Agenție,2,,,,4,Secundar,1,,,Deschis,Apartament cu 3 camere,5.0,Design individual,,,67 m²,Cotileț,68 500€
,Agenție,1,,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,4.0,Variantă albă,,,52 m²,,102 900€
,Agenție,1,,,,1,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,7.0,Euroreparație,,,51 m²,,175 000€
,Persoană fizică,Nu,,,,1,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,9.0,Euroreparație,,,54 m²,Monolit,105 900€
,Persoană fizică,2,,,Braus Imobiliare,1,Construcţii noi,2,280 cm,Apartament cu living,Deschis,Apartament cu 3 camere,20.0,Variantă albă,13 m²,92 m²,107 m²,Beton,135 000€
Cu acordul stăpânului,Agenție,2,,Cu acordul stăpânului,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,,,,52 m²,,103 000€
,Agenție,2,,,,5,Secundar,1,,,,Apartament cu 2 camere,5.0,Reparație cosmetică,,,48 m²,,30 000€
,Agenție,2,Ms (serie  moldovenească),,,4,Secundar,2,,,Deschis,Apartament cu 4 camere,16.0,Reparație cosmetică,20 m²,,100 m²,Monolit,115 000€
,Agenție,2,Brj (Brejnevka),,,2,Secundar,1,,,,Apartament cu 2 camere,5.0,Reparație cosmetică,,30 m²,45 m²,Cotileț,74 900€
,Agenție,,,,,10,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,,,,78 m²,,210 000€
,Agenție,1,,,,2,Secundar,,,,,Apartament cu 1 cameră,9.0,,,,40 m²,,72 900€
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,,,Apartament cu 3 camere,8.0,,,,68 m²,,53 040€
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,,,Apartament cu 1 cameră,16.0,,,,51 m²,,69 000€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 3 camere,1.0,,,,75 m²,,53 500€
,Agenție,1,,,,2,Construcţii noi,2,,,,Apartament cu 2 camere,12.0,Euroreparație,,,96 m²,,360 000€
,Agenție,,,,,13,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,80 m²,,168 000€
,Agenție,1,,,,1,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,105 m²,Combinat,215 000€
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 2 camere,2.0,,,,74 m²,,43 000€
,Agenție,1,,,,5,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,5.0,,,,33 m²,,78 000€
,Persoană fizică,,,,,9,Construcţii noi,,,,,Apartament cu 4 camere,9.0,,,,153 m²,,212 000€
,Persoană fizică,,Rubaşka,,,1,Secundar,4 și mai multe,260 cm,,Garaj,Apartament cu 3 camere,2.0,Euroreparație,15 m²,45 m²,70 m²,Cotileț,970€
,Agenție,1,,,Sky House,8,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,58 m²,,93 200€
,Agenție,1,,,Lagmar Impex,3,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,70 m²,,159 900€
,Agenție,1,,,,5,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,66 m²,,134 900€
Fără animale,Agenție,,,Se acceptă copii,,2,Construcţii noi,,,,Deschis,Apartament cu 2 camere,6.0,Euroreparație,,,54 m²,,120 000€
,Persoană fizică,1,,,,5,Secundar,1,,,,Apartament cu 1 cameră,5.0,,,,35 m²,,43 000€
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,9,Construcţii noi,2,275 cm,,Subterană,Apartament cu 2 camere,10.0,Variantă albă,12 m²,30 m²,68 m²,Cărămidă,96 550€
,Agenție,1,,,,3,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,14.0,Euroreparație,,,95 m²,,289 000€
,Agenție,1,,,,5,Secundar,1,,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,60 m²,62 m²,,86 500€
,Agenție,1,Individuală,,,10,Construcţii noi,2,0 cm,,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,114 m²,,162 000€
,Persoană fizică,1,,,,4,Secundar,1,,,,Apartament cu 3 camere,6.0,,,,60 m²,,54 000€
,Agenție,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,7.0,Variantă albă,,,48 m²,,59 900€
,Persoană fizică,,,,,5,Secundar,,0 cm,,,Apartament cu 2 camere,10.0,,0 m²,0 m²,52 m²,,59 000€
,Agenție,1,Individuală,,,3,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Euroreparație,,,132 m²,,500 000€
Fără animale,Persoană fizică,,,Fără copii,,1,Secundar,,,,,Apartament cu 1 cameră,2.0,,,,32 m²,,65 000€
,Agenție,,,,,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,4.0,Euroreparație,,,60 m²,,165 000€
,Agenție,2,Individuală,,Horus,4,Construcţii noi,2,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,15.0,Variantă albă,,,87 m²,Combinat,151 500€
,Agenție,,,,Dansicons,9,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10.0,,,,94 m²,,226 900€
Fără animale,Agenție,1,Individuală,Se acceptă copii,,7,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,15.0,Euroreparație,,,91 m²,,259 000€
,Agenție,3,Individuală,,,3,Construcţii noi,2,,,,Apartament cu 4 camere,9.0,Euroreparație,,,99 m²,,180 000€
,Dezvoltator imobiliar,1,,,A-casa,3,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,5.0,Variantă albă,,75 m²,75 m²,,93 588€
,Agenție,1,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,10.0,Variantă albă,,,56 m²,,98 900€
,Agenție,,,,Braus Imobiliare,16,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 4 camere,17.0,Euroreparație,0 m²,0 m²,150 m²,Combinat,283 900€
,Agenție,,,,Sky House,7,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,,,60 m²,60 m²,,137 900€
,Agenție,,,,Lagmar Impex,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,9.0,,,,68 m²,,98 790€
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,6,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,7.0,Euroreparație,,,140 m²,,625 000€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 4 camere,9.0,,,,94 m²,,80 000€
,Agenție,2,Brj (Brejnevka),,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,50 m²,Cotileț,80 000€
